GenbankID,GeneName,GeneCategory,Replicate,14,12,13,15
37522440,mer,Metal Resistance,1,10503.596,22138.7847,23850.026,1199.42
37522727,ahpC,Stress,1,NA,7062.7192,NA,NA
37523402,todF,Organic Remediation,1,10204.1594,23822.46,13553.1577,970.81
37524994,tfdA,Organic Remediation,1,NA,NA,1618.308,NA
37525248,proX,Stress,1,NA,2081.3488,NA,NA
37526089,ureC,Nitrogen,1,936.6806,NA,NA,NA
37526188,xylA,Carbon cycling,1,913.5492,NA,NA,NA
37527096,AmiE,Organic Remediation,1,2608.1935,8382.1475,7098.3484,732.5
37527623,type_III_secretion,virulence,1,NA,NA,NA,326.24
37527955,CopA,Metal Resistance,1,NA,NA,NA,14111.16
37528223,AceA,Carbon cycling,1,NA,NA,NA,NA
37528230,pimF,Organic Remediation,1,8847.7118,NA,NA,NA
37547923,tcpA,Organic Remediation,1,NA,NA,NA,224.91
37547927,tftH,Organic Remediation,1,3487.8633,2900.3426,NA,NA
37548586,integrase_tyrosine,Bacteria phage,1,4539.4049,6032.9777,3438.1886,596.94
37548698,nifH,Nitrogen,1,5057.686,NA,NA,NA
37548718,nifH,Nitrogen,1,55724.1208,40949.1044,13698.9557,526.87
37548722,nifH,Nitrogen,1,NA,NA,1360.8655,374.99
37575469,bphA,Organic Remediation,1,12049.5864,23521.5628,17759.8936,2425.53
37575471,bphA,Organic Remediation,1,1705.9634,4902.6939,3505.284,333
37651310,dxnA,Organic Remediation,1,NA,1936.374,NA,NA
37651314,nahF,Organic Remediation,1,NA,NA,NA,NA
37651671,DNA_ligase,Bacteria phage,1,NA,NA,NA,2810.6933
37675778,hly,virulence,1,NA,NA,4490.925,NA
37676032,pstB,Stress,1,21799.4504,NA,4145.6256,NA
37680962,pilin,virulence,1,NA,6448.5176,3165.0533,NA
37703775,phenol_oxidase,Carbon cycling,1,NA,3014.7226,NA,NA
37724518,ureC,Nitrogen,1,NA,NA,NA,498.74
37726795,dsrB,Sulfur Oxidation,1,1215.3743,NA,NA,NA
37726804,dsrA,Sulfur Oxidation,1,4443.5475,NA,NA,NA
37726805,dsrB,Sulfur Oxidation,1,6602.4821,5895.5348,4506.2742,NA
37726810,dsrA,Sulfur Oxidation,1,3295.1012,9164.591,25253.875,738.15
37726814,dsrB,Sulfur Oxidation,1,NA,NA,NA,2418.8
37726843,dsrA,Sulfur Oxidation,1,1283.0811,NA,NA,NA
37726844,dsrB,Sulfur Oxidation,1,2565.5651,2673.4801,NA,NA
37726849,dsrA,Sulfur Oxidation,1,NA,5212.2907,NA,NA
37727205,hmgC,Organic Remediation,1,836.9896,NA,NA,263.43
37731823,ureC,Nitrogen,1,1590.384,NA,4975.1402,NA
37791151,phenol_oxidase,Carbon cycling,1,18741.8509,NA,NA,NA
37791159,phenol_oxidase,Carbon cycling,1,NA,3018.4302,NA,NA
37813047,pmoA,Carbon cycling,1,NA,NA,NA,NA
37900180,rubisco,Carbon cycling,1,2271.1909,NA,NA,NA
37924855,nifH,Nitrogen,1,NA,36034.3632,NA,NA
37925029,nifH,Nitrogen,1,3769.153,NA,NA,NA
37925044,nifH,Nitrogen,1,NA,NA,NA,NA
37925721,nifH,Nitrogen,1,NA,NA,NA,12906.42
37925729,nifH,Nitrogen,1,NA,NA,NA,304.57
37925737,nifH,Nitrogen,1,5467.1203,14041.3028,10778.1627,818.06
37925785,nifH,Nitrogen,1,NA,10879.085,NA,NA
37925869,nifH,Nitrogen,1,1532.4646,NA,NA,NA
37925897,nifH,Nitrogen,1,1439.8349,3515.8412,2633.1812,390.72
37925903,nifH,Nitrogen,1,30934.3452,NA,NA,NA
37954324,nifH,Nitrogen,1,NA,NA,NA,NA
37955558,nifH,Nitrogen,1,NA,NA,NA,870.34
37955566,nifH,Nitrogen,1,NA,NA,NA,NA
37955598,nifH,Nitrogen,1,27461.7038,NA,NA,NA
37955604,nifH,Nitrogen,1,972.6455,NA,NA,NA
37955634,nifH,Nitrogen,1,1445.4685,NA,NA,NA
37955640,nifH,Nitrogen,1,NA,NA,NA,7987.72
37956516,gyrB,other category,1,NA,2201.9763,2089.8659,432.9
37956755,DNA_ligase,Bacteria phage,1,NA,4639.2324,NA,NA
37959368,nifH,Nitrogen,1,NA,NA,NA,NA
37963677,ZntA,Metal Resistance,1,5652.1199,4311.43845,NA,NA
37993213,amoA,Nitrogen,1,NA,NA,NA,NA
37999216,nirK,Nitrogen,1,NA,NA,NA,856.12
38049254,mer,Metal Resistance,1,NA,NA,NA,502.29
38194102,Xamo,Organic Remediation,1,NA,19248.3095,NA,NA
38194122,Xamo,Organic Remediation,1,NA,7177.1868,5020.9586,NA
38194126,Xamo,Organic Remediation,1,NA,7005.2956,NA,NA
38194138,Xamo,Organic Remediation,1,7190.7373,7497.2933,NA,NA
38198157,Catechol,Organic Remediation,1,2437.2389,7939.2533,NA,NA
38198905,gyrB,other category,1,1967.3149,NA,NA,341.68
38198987,sigma_24,Stress,1,4832.6542,11399.9939,NA,NA
38199159,sigma_24,Stress,1,11599.8083,5151.8602,3377.25,NA
38199160,katE,Stress,1,4045.0169,5038.4436,8208.8639,6555.07
38199369,narJ,Stress,1,NA,3557.4586,1742.476,NA
38199758,pulA,Carbon cycling,1,NA,3034.6326,NA,NA
38200303,TerC,Metal Resistance,1,NA,NA,NA,672.45
38200993,pcc,Carbon cycling,1,3814.3775,5396.2096,2633.3301,NA
38201085,ZntA,Metal Resistance,1,1045.4062,4728.7884,4975.1115,NA
38232576,ureC,Nitrogen,1,NA,6300.0396,NA,NA
38232633,ureC,Nitrogen,1,33347.4921,NA,NA,NA
38232729,sigma_24,Stress,1,NA,NA,2585.9366,NA
38232907,phoB,Stress,1,3430.1515,10780.917,6266.1898,990.32
38233110,narJ,Stress,1,4308.8867,NA,NA,232.74
38233375,cspB,Stress,1,7794.9586,NA,NA,NA
38234478,pstS,Stress,1,4629.6115,NA,NA,NA
38234547,clpC,Stress,1,2541.9664,5907.6501,5391.7445,NA
38234622,mhpC,Organic Remediation,1,2047.3793,3642.6451,NA,NA
38373179,nirK,Nitrogen,1,NA,2001.9134,NA,258.18
38373201,nosZ,Nitrogen,1,NA,5524.6317,11826.2886,NA
38426998,narG,Nitrogen,1,NA,NA,2246.46475,273.19
38427002,narG,Nitrogen,1,1723.7987,6275.7215,4508.0783,499
38427006,narG,Nitrogen,1,32825.1784,NA,NA,NA
38427012,narG,Nitrogen,1,50525.327,39819.8424,7825.077,397.7
38427020,narG,Nitrogen,1,5459.88145,NA,NA,NA
38427034,narG,Nitrogen,1,8627.5867,NA,NA,NA
38427044,narG,Nitrogen,1,2440.4235,2972.7716,2459.6208,821.13
38427058,narG,Nitrogen,1,1386.0693,12797.9234,NA,NA
38479650,rubisco,Carbon cycling,1,NA,NA,2263.4892,293.88
38488532,bphC,Organic Remediation,1,4722.4229,4491.1535,2469.0423,533.3
38489891,hly,virulence,1,2134.8686,7790.6585,6972.51,550.55
38490075,4HBH,Organic Remediation,1,1547.1586,3571.4422,2593.3248,NA
38490083,xlnD,Organic Remediation,1,7794.673,20804.7012,NA,63176.18
38520871,nagG,Organic Remediation,1,NA,NA,NA,NA
38524456,HcaB,Organic Remediation,1,3489.3171,NA,12416.144,NA
38537139,ZitB,Metal Resistance,1,NA,NA,NA,NA
38569300,rd,Organic Remediation,1,NA,2014.7293,5614.4509,316.25
38569321,rd,Organic Remediation,1,NA,2876.7835,NA,NA
38619362,type_III_secretion,virulence,1,NA,27713.2885,18987.5134,2210.45
38619365,type_III_secretion,virulence,1,7808.0171,NA,7399.9963,NA
38637875,napA,Nitrogen,1,6626.2712,15455.8434,14272.6793,779.58
38640149,terminase_large_subunit,Bacteria phage,1,NA,1850.2825,NA,NA
38678117,HcaB,Organic Remediation,1,NA,9509.6579,5202.5143,NA
38679252,CODH,Carbon cycling,1,25747.3204,4071.7308,3209.7549,3025.47
38906707,ChnE,Organic Remediation,1,NA,NA,NA,NA
39545769,iro,virulence,1,94983.8037,10481.8882,4314.5812,NA
39547094,mnp,Carbon cycling,1,NA,NA,NA,1051.7333
39573892,katE,Stress,1,2178.32765,3691.0771,3359.8677,364.19
39575012,mhpC,Organic Remediation,1,NA,3362.4169,4234.5134,418.71
39575285,iro,virulence,1,NA,NA,NA,NA
39578139,CODH,Carbon cycling,1,NA,2318.3123,NA,368.8
39578147,CODH,Carbon cycling,1,2690.1356,7900.4843,8521.7181,NA
39578179,CODH,Carbon cycling,1,4031.1796,11341.3734,9634.3048,937.02
39578197,CODH,Carbon cycling,1,18095.0447,29810.3046,10224.4752,788.4
39578239,CODH,Carbon cycling,1,4629.5077,6620.1753,4160.5452,317.5
39646173,phytase,Phosphorus,1,NA,NA,2046.4815,274.53
39647585,bclA,Organic Remediation,1,5895.1948,5861.3493,NA,NA
39648165,alkK,Organic Remediation,1,NA,35809.6902,NA,NA
39648290,sox,Sulfur Oxidation,1,68309.7198,33241.0927,67533.1451,12515.67
39648361,nifH,Nitrogen,1,1916.1108,1787.0202,NA,NA
39648482,ALN,Organic Remediation,1,NA,NA,7263.3141,380.39
39648976,SilA,Metal Resistance,1,3183.2344,NA,2167.5854,NA
39648997,fnr,Stress,1,1682.8838,NA,NA,NA
39649237,pimF,Organic Remediation,1,1966.3284,12682.9303,NA,NA
39649685,pimF,Organic Remediation,1,NA,5693.224,NA,NA
39649728,nhh,Organic Remediation,1,2788.8575,5238.1853,2346.2107,463.17
39650352,nagG,Organic Remediation,1,NA,NA,NA,364.91
39650578,ureC,Nitrogen,1,6038.4488,NA,NA,NA
39650635,pimF,Organic Remediation,1,1029.6477,NA,NA,429.26
39650781,fnr,Stress,1,NA,NA,1836.232,NA
39651362,alkK,Organic Remediation,1,NA,NA,15392.1769,NA
39651590,hmgA,Organic Remediation,1,27567.6949,9837.6758,13946.3373,278.55
39726088,endoglucanase,Carbon cycling,1,NA,NA,NA,2341
39837120,Catechol,Organic Remediation,1,2856.3567,NA,8192.7415,794.56
39932996,mhpA,Organic Remediation,1,9813.7201,8773.5152,6923.3984,NA
39933093,ZntA,Metal Resistance,1,NA,2593.1689,1756.0784,NA
39933561,pimF,Organic Remediation,1,7711.2856,NA,24127.7145,NA
39933662,ChrA,Metal Resistance,1,32847.8425,NA,NA,NA
39934059,glnA,Stress,1,2145.6165,9960.2884,11919.4432,1015.92
39934313,pimF,Organic Remediation,1,NA,2538.8982,NA,NA
39934570,Mex,Antibiotic resistance,1,1523.4301,3395.2304,1923.8026,345.99
39934633,nitA,Organic Remediation,1,5073.4099,3590.0093,4944.4704,609.44
39934688,mdlC,Organic Remediation,1,17216.2056,34456.1251,10375.5616,2188.8
39934782,pimF,Organic Remediation,1,17633.8437,2311.1891,NA,NA
39935070,mdlC,Organic Remediation,1,5388.0425,8365.4488,2638.1696,NA
39935125,czcA,Metal Resistance,1,6018.1471,NA,NA,NA
39935214,pimF,Organic Remediation,1,NA,NA,NA,379.09
39935267,MFS_antibiotic,Antibiotic resistance,1,7708.8453,9078.5579,5142.3489,440.02
39935371,alkK,Organic Remediation,1,1501.5707,NA,NA,NA
39936323,CadA,Metal Resistance,1,NA,NA,41392.2055,NA
39936374,amyA,Carbon cycling,1,5318.1029,6577.6404,3107.8375,NA
39936504,pimF,Organic Remediation,1,4162.6212,NA,NA,NA
39936617,ArsC,Metal Resistance,1,1658.7399,NA,NA,NA
39936759,MFS_antibiotic,Antibiotic resistance,1,799.0602,4380.2475,2932.3528,307.8
39936964,Mex,Antibiotic resistance,1,NA,4004.907,NA,NA
39937381,pimF,Organic Remediation,1,9953.9106,NA,3460.1242,NA
39937454,AceA,Carbon cycling,1,2764.3502,14254.8238,2271.6792,NA
39937835,pstB,Stress,1,1602.3002,NA,NA,NA
39937836,pstA,Stress,1,NA,6876.3188,NA,NA
39942074,tfdA,Organic Remediation,1,1314.0009,NA,2357.102,NA
39943288,ZntA,Metal Resistance,1,1096.3681,NA,4908.503,NA
39944310,nagG,Organic Remediation,1,1957.4496,NA,NA,NA
39951363,ureC,Nitrogen,1,1239.2326,7810.656,1696.2375,NA
39962604,amyA,Carbon cycling,1,3294.0628,NA,NA,NA
39970051,ChrA,Metal Resistance,1,11191.1269,NA,NA,NA
39970305,tftH,Organic Remediation,1,NA,NA,NA,2066.2667
39972653,mdlC,Organic Remediation,1,NA,5185.8706,NA,NA
39972991,lip,Carbon cycling,1,5086.503,12818.6508,4381.5907,NA
39976129,ara_fungi,Carbon cycling,1,1941.0681,NA,3076.1655,NA
39981876,gyrB,other category,1,NA,5572.3922,NA,NA
39981995,hydrogenase,Energy process,1,2164.724,NA,NA,NA
39982965,pstC,Stress,1,NA,5449.3126,NA,NA
39983297,mer,Metal Resistance,1,3238.9471,NA,NA,400.08
39983462,MFS_antibiotic,Antibiotic resistance,1,4569.6671,NA,6328.4457,760.41
39984401,Arylest,Organic Remediation,1,3262.2343,NA,NA,NA
39984704,hydrogenase,Energy process,1,1457.5405,NA,NA,NA
39985436,czcA,Metal Resistance,1,1387.9125,NA,NA,NA
39995216,cytochrome,Energy process,1,6753.4985,16321.9555,10162.687,979.5
39995472,cytochrome,Energy process,1,NA,4687.5672,NA,NA
39995640,cytochrome,Energy process,1,3187.1026,NA,NA,NA
39995698,cytochrome,Energy process,1,1338.6641,3932.6823,NA,NA
39995701,cytochrome,Energy process,1,NA,1735.2602,NA,NA
39995891,hydrogenase,Energy process,1,6627.1193,3438.2908,2720.0988,7135.89
39996127,cytochrome,Energy process,1,21794.9591,NA,NA,204.74
39996164,cytochrome,Energy process,1,1147.6674,NA,NA,NA
39996199,pstA,Stress,1,1488.9276,NA,NA,NA
39996436,cytochrome,Energy process,1,1202.2639,NA,2114.9228,574.26
39996499,cytochrome,Energy process,1,NA,NA,2473.3569,NA
39996740,cydA,Stress,1,695.3711,2276.0401,1215.3633,NA
39996875,pilin,virulence,1,NA,NA,2353.4938,423.8
39996885,cytochrome,Energy process,1,5098.4191,8468.1515,9348.0826,653.49
39997094,cytochrome,Energy process,1,NA,NA,2941.1156,490.31
39997233,czcA,Metal Resistance,1,6233.5213,8129.5947,6233.401,961.56
39997308,cytochrome,Energy process,1,912.329,3246.4605,1584.3451,NA
39997730,amyA,Carbon cycling,1,2702.6404,6990.4945,5236.4772,526.1
39997789,silC,Metal Resistance,1,NA,NA,NA,330.3
39997914,nifH,Nitrogen,1,NA,1823.5705,NA,NA
39998044,ArsC,Metal Resistance,1,3635.8162,9706.5095,12014.8315,736.96
40019131,nagG,Organic Remediation,1,1427.1918,NA,2337.0851,NA
40062869,bphC,Organic Remediation,1,6431.6573,20689.6789,21335.6235,1407.9
40062872,bphD,Organic Remediation,1,2223.1627,7457.0646,5614.05,1044.45
40063228,CopA,Metal Resistance,1,NA,NA,NA,517.72
40217349,czcD,Metal Resistance,1,NA,2306.4305,NA,NA
40218020,phenol_oxidase,Carbon cycling,1,NA,NA,NA,NA
40252999,B_lactamase_A,Antibiotic resistance,1,130666.2908,NA,13334.8327,NA
40253032,dsrB,Sulfur Oxidation,1,NA,NA,NA,960.92
40253040,dsrB,Sulfur Oxidation,1,3291.0168,NA,NA,NA
40253048,dsrB,Sulfur Oxidation,1,825.0993,NA,NA,NA
40253069,dsrA,Sulfur Oxidation,1,NA,NA,NA,NA
40253087,dsrB,Sulfur Oxidation,1,NA,NA,NA,204.48
40253092,dsrA,Sulfur Oxidation,1,NA,4828.2214,NA,NA
40286838,scnABC,Organic Remediation,1,NA,3613.6852,2812.2225,NA
40313563,APS_AprA,Sulfur Oxidation,1,8708.5857,15218.2085,15794.2244,1504.49
40362781,nosZ,Nitrogen,1,NA,NA,1533.3148,NA
40362783,nosZ,Nitrogen,1,NA,13722.364,NA,NA
40713179,mdlB,Organic Remediation,1,1782.4451,3845.423,NA,NA
40714547,mnp,Carbon cycling,1,17110.1021,63063.3958,4881.5273,NA
40736913,dsrB,Sulfur Oxidation,1,1348.6592,11260.0403,1956.8778,NA
40739021,nitA,Organic Remediation,1,1666.1129,1783.1375,6695.9097,NA
40740293,hmgA,Organic Remediation,1,865.9623,12113.2684,3626.7888,NA
40742599,pheA,Organic Remediation,1,3042.1871,18099.8673,12738.1045,NA
40742680,nagG,Organic Remediation,1,NA,5565.4442,NA,NA
40745542,nagG,Organic Remediation,1,837.2751,NA,NA,340.83
40745790,nagG,Organic Remediation,1,1495.8073,NA,NA,NA
40746932,tfdA,Organic Remediation,1,9528.0774,4311.9347,176738.2939,NA
40747420,hmgA,Organic Remediation,1,NA,NA,NA,476.3
40747734,pheA,Organic Remediation,1,NA,3265.9033,NA,NA
40787175,phn,Organic Remediation,1,1417.69,2628.4638,2779.3478,NA
40787177,phn,Organic Remediation,1,1407.8593,NA,NA,NA
40795462,primase,Bacteria phage,1,NA,NA,NA,11885.64
40804942,phn,Organic Remediation,1,2001.0385,4743.6479,NA,NA
40809648,amoA,Nitrogen,1,3113.2949,5738.2696,4138.5524,NA
41058919,ChnE,Organic Remediation,1,90718.9991,5726.6506,NA,NA
41078903,nifH,Nitrogen,1,1521.457,NA,NA,NA
41078961,nifH,Nitrogen,1,NA,2972.868933,NA,NA
41325302,PobA,Organic Remediation,1,NA,NA,1313.7012,NA
41326145,TerC,Metal Resistance,1,4810.2237,10668.1134,9471.6493,410.53
41326751,pstB,Stress,1,2782.8345,NA,NA,NA
41349577,narG,Nitrogen,1,NA,6682.8245,7131.7005,NA
41350153,ureC,Nitrogen,1,3781.3288,14874.0758,7932.2922,NA
41394792,linB,Organic Remediation,1,5517.8745,8660.1862,2578.7488,NA
41395431,ArsC,Metal Resistance,1,NA,6166.7422,NA,NA
41395795,TehB,Metal Resistance,1,3170.5134,11855.9376,5685.584,NA
41395832,mdlA,Organic Remediation,1,3170.747,NA,NA,421.62
41396510,linB,Organic Remediation,1,3589.6312,NA,NA,427.08
41397073,narI,Stress,1,NA,NA,NA,267.01
41397187,pcaG,Organic Remediation,1,NA,6839.3015,NA,NA
41398045,SMR_antibiotics,Antibiotic resistance,1,10467.3542,NA,NA,NA
41398427,CadA,Metal Resistance,1,2698.9019,5844.563,NA,NA
41398796,czcD,Metal Resistance,1,5568.1094,NA,NA,NA
41399216,ZntA,Metal Resistance,1,10984.216,23933.0741,14772.3869,914.29
41406443,linB,Organic Remediation,1,7357.4602,9728.1419,4623.3403,NA
41406647,pimF,Organic Remediation,1,12048.0287,8726.8933,16015.0121,NA
41407115,pimF,Organic Remediation,1,23319.8949,31920.3798,19996.4645,22856.63
41407116,pimF,Organic Remediation,1,3100.8075,NA,NA,NA
41407295,pimF,Organic Remediation,1,1087.3855,NA,NA,NA
41408155,linB,Organic Remediation,1,NA,NA,2593.8976,NA
41408404,pimF,Organic Remediation,1,NA,3546.0439,2474.4259,NA
41408716,narJ,Stress,1,4357.2265,NA,42918.2085,NA
41408718,narG,Nitrogen,1,1215.8675,NA,NA,NA
41409756,pimF,Organic Remediation,1,NA,NA,1588.6405,NA
41410047,pimF,Organic Remediation,1,3614.0088,4945.4332,3066.4863,NA
41410234,pimF,Organic Remediation,1,NA,3221.7336,1517.7078,269.57
41583400,FTHFS,Carbon cycling,1,NA,NA,2984.6431,370.28
41745840,iro,virulence,1,NA,4622.8453,2976.4817,NA
42409755,gyrB,other category,1,3254.2383,4205.3202,2145.793,NA
42410321,cydA,Stress,1,NA,NA,2501.1724,NA
42416980,phenol_oxidase,Carbon cycling,1,NA,NA,4929.4363,394.93
42475466,bphC,Organic Remediation,1,6373.7119,14300.9495,18584.855,1036.11
42475470,bphC,Organic Remediation,1,3491.6536,NA,NA,NA
42475484,bphC,Organic Remediation,1,11535.2168,14958.591,10305.0871,NA
42493191,tfdB,Organic Remediation,1,NA,NA,NA,2144.4
42518996,obgE,Stress,1,1250.7075,NA,NA,NA
42522452,sigma_24,Stress,1,NA,2157.7482,NA,NA
42522577,phoB,Stress,1,4736.6237,10915.0514,9499.1976,691.63
42522821,dnaK,Stress,1,3455.905,12254.662,7469.4685,1106.87
42523159,pstC,Stress,1,NA,7566.3942,5876.7616,565.19
42523160,pstA,Stress,1,916.8463,NA,2229.4403,418.02
42523317,ChrA,Metal Resistance,1,NA,1960.2543,NA,NA
42523321,pimF,Organic Remediation,1,NA,NA,2125.9765,NA
42524039,oxyR,Stress,1,NA,NA,NA,703.9867
42524234,nrfA,Nitrogen,1,NA,1827.8035,NA,NA
42524592,B_lactamase,Antibiotic resistance,1,11281.1344,NA,NA,NA
42527254,obgE,Stress,1,NA,NA,NA,1985.4267
42541182,Xamo,Organic Remediation,1,NA,NA,39029.0804,NA
42548702,ChrA,Metal Resistance,1,35365.9939,NA,NA,NA
42550388,tftH,Organic Remediation,1,981.4897,NA,NA,275.15
42552315,GCoADH,Organic Remediation,1,NA,36303.0212,NA,NA
42555499,mdlC,Organic Remediation,1,NA,8329.1613,4837.5989,NA
42558528,ZntA,Metal Resistance,1,1948.9084,3400.3685,NA,NA
42558556,ZntA,Metal Resistance,1,NA,NA,7982.0052,579.52
42558703,trzN,Organic Remediation,1,7967.1594,38045.8716,22050.5919,NA
42558783,ZntA,Metal Resistance,1,NA,NA,NA,241.24
42561627,pcpE,Organic Remediation,1,3413.8738,NA,NA,NA
42566464,sigma_70,Stress,1,12282.5104,14152.4131,23232.1927,NA
42627730,catB,Organic Remediation,1,19454.4777,8848.4549,23494.5321,6617.62
42627732,Catechol,Organic Remediation,1,162689.1723,78847.1695,91865.6682,47440
42737197,xylA,Carbon cycling,1,NA,NA,NA,496.57
42741696,pstA,Stress,1,NA,NA,3369.2318,NA
42741697,pstB,Stress,1,NA,3250.6643,3881.9404,NA
42779577,endochitinase,Carbon cycling,1,NA,4617.532,4394.4771,613.75
42782712,ureC,Nitrogen,1,NA,2907.0863,2033.5951,210.67
42782813,czcD,Metal Resistance,1,1192.2428,NA,NA,NA
44662914,TerZ,Metal Resistance,1,NA,2314.8091,NA,NA
44829063,nifH,Nitrogen,1,NA,NA,16386.9435,NA
44829075,nifH,Nitrogen,1,12650.0347,NA,NA,NA
44829077,nifH,Nitrogen,1,NA,9286.9993,6719.8785,NA
44829087,nifH,Nitrogen,1,1278.4081,7498.4318,5325.68,NA
44829089,nifH,Nitrogen,1,NA,NA,NA,560.99
44829093,nifH,Nitrogen,1,NA,NA,3302.2223,NA
44829111,nifH,Nitrogen,1,NA,NA,NA,NA
44885888,endochitinase,Carbon cycling,1,NA,NA,NA,NA
44903459,pcpE,Organic Remediation,1,6437.5505,5085.5618,2319.2445,NA
44921174,nifH,Nitrogen,1,NA,NA,36578.06,NA
45169801,pectinase,Carbon cycling,1,1705.7816,4559.3786,NA,NA
45185522,endochitinase,Carbon cycling,1,NA,NA,NA,1450.18
45185954,AceB,Carbon cycling,1,2678.1589,NA,NA,NA
45188005,phenol_oxidase,Carbon cycling,1,NA,NA,NA,2374.91
45188195,cellobiase,Carbon cycling,1,NA,NA,NA,NA
45198795,ppx,Phosphorus,1,4897.8688,8303.9966,7928.3404,624.78
45201464,ahpC,Stress,1,NA,3045.5802,NA,NA
45269099,bphC,Organic Remediation,1,8582.9074,3307.0661,3554.5675,NA
45272475,nifH,Nitrogen,1,NA,38390.4714,NA,NA
45359122,mcrA,Carbon cycling,1,NA,NA,3267.1617,NA
45386111,narG,Nitrogen,1,NA,4335.3479,6481.3075,NA
45386113,narG,Nitrogen,1,2209.1696,6038.2909,1313.8443,NA
45386129,narG,Nitrogen,1,NA,NA,NA,569
45386135,narG,Nitrogen,1,1175.3421,NA,NA,NA
45386149,narG,Nitrogen,1,2154.3395,6839.3307,3496.8362,NA
45386179,narG,Nitrogen,1,7405.8,9534.4724,4600.3738,NA
45386181,narG,Nitrogen,1,1488.9276,3587.1775,NA,NA
45386199,narG,Nitrogen,1,1145.4348,NA,2782.2973,843.23
45386203,narG,Nitrogen,1,2110.1795,NA,4288.3215,NA
45386205,narG,Nitrogen,1,2725.9016,NA,4591.6969,NA
45386221,narG,Nitrogen,1,2179.6257,NA,NA,NA
45386231,narG,Nitrogen,1,3840.9358,NA,2782.8701,NA
45421890,nirS,Nitrogen,1,NA,4611.6933,NA,NA
45593180,gyrB,other category,1,NA,8822.1516,3824.2091,NA
45593182,gyrB,other category,1,NA,39564.4774,NA,NA
45593184,gyrB,other category,1,NA,27294.1481,NA,NA
45649067,bco,Organic Remediation,1,NA,15565.4065,6713.1489,NA
45649073,bclA,Organic Remediation,1,7880.5527,8313.64,7144.4152,NA
45657567,sigma_70,Stress,1,NA,NA,NA,389.41
45736561,gyrB,other category,1,1446.3252,3586.8272,3161.0155,482.95
45774390,ureC,Nitrogen,1,2572.9641,5393.6406,4974.997,541.22
46093349,pmoA,Carbon cycling,1,2283.9898,8958.777,8761.5777,1140.1867
46095836,pheA,Organic Remediation,1,3195.7736,4147.809,3728.0476,NA
46096440,glx,Carbon cycling,1,6657.0786,20750.5278,20592.9922,1414.81
46096526,hmgA,Organic Remediation,1,1271.6842,NA,NA,NA
46101219,tftH,Organic Remediation,1,NA,3258.0211,NA,NA
46101464,nagG,Organic Remediation,1,3463.3644,NA,NA,NA
46101727,Catechol,Organic Remediation,1,NA,NA,7152.0325,NA
46107212,pheA,Organic Remediation,1,NA,NA,NA,NA
46107714,ureC,Nitrogen,1,1200.135,NA,NA,NA
46111153,linB,Organic Remediation,1,NA,NA,2232.5331,NA
46111339,mnp,Carbon cycling,1,3883.6679,NA,NA,NA
46115014,tftH,Organic Remediation,1,20700.6939,33278.1392,18011.122,225.31
46115524,nagI,Organic Remediation,1,2703.575,6259.6262,8090.3659,NA
46115722,amyA,Carbon cycling,1,NA,NA,NA,NA
46121369,nagG,Organic Remediation,1,4211.0129,10172.9337,NA,766.12
46123737,groEL,Stress,1,2485.994,5185.5203,1489.014,NA
46124359,mdlC,Organic Remediation,1,NA,5913.7419,3721.4898,NA
46124711,katE,Stress,1,1577.4294,7434.4689,7798.6741,276.4
46136233,czcD,Metal Resistance,1,4478.1798,NA,NA,NA
46137629,nagG,Organic Remediation,1,NA,NA,NA,NA
46139663,pheA,Organic Remediation,1,NA,1675.7639,1167.0534,NA
46139665,Catechol,Organic Remediation,1,10163.1666,3091.7642,NA,NA
46139959,xylanase,Carbon cycling,1,24642.1775,NA,NA,NA
46190474,xylanase,Carbon cycling,1,1915.1069,NA,NA,NA
46190829,ara,Carbon cycling,1,3373.4522,NA,6666.0132,NA
46196285,CopA,Metal Resistance,1,2442.6907,8770.4791,8294.3726,748.21
46196366,GCoADH,Organic Remediation,1,NA,NA,NA,325.55
46197350,obgE,Stress,1,6406.475,11325.4725,6598.8032,NA
46197414,AceA,Carbon cycling,1,NA,NA,3565.0198,NA
46198234,hmgA,Organic Remediation,1,2121.213,5223.8805,NA,729.81
46199374,fnr,Stress,1,1346.764,NA,1701.984,NA
46199439,hly,virulence,1,3385.6799,9362.1141,8663.1539,571.82
46199494,pcc,Carbon cycling,1,2630.1826,3509.6688,4313.493,NA
46199672,phenol_oxidase,Carbon cycling,1,NA,14965.7434,NA,NA
46200026,pstA,Stress,1,2733.5082,3585.1048,4646.8796,649.77
46200846,sigma_24,Stress,1,NA,NA,3918.2515,419.28
46201104,ZntA,Metal Resistance,1,NA,NA,NA,314.58
46201123,Arylest,Organic Remediation,1,47528.572,38169.8076,34526.9013,NA
46201361,pstB,Stress,1,1215.1925,4283.0916,3237.5037,297.64
46201746,sigma_70,Stress,1,4584.3352,10913.9225,15076.7552,1281.39
46202126,ZntA,Metal Resistance,1,2510.8389,NA,NA,NA
46202750,mdlC,Organic Remediation,1,2352.8909,5772.3384,5759.1513,656.31
46202896,SMR_antibiotics,Antibiotic resistance,1,1006.4125,NA,NA,NA
46203201,ZntA,Metal Resistance,1,NA,2374.0134,1819.3365,NA
46203679,ZntA,Metal Resistance,1,2460.578,NA,NA,NA
46203957,ArsC,Metal Resistance,1,1716.5036,3829.3666,NA,NA
